session_id,timestamp,speed_mph,gps_lat,gps_lon,battery_pct,motor_temp_f,route_type
session_001,2025-03-01T08:05:24,11.87,34.100833,-118.238063,90.16,76.04,highway
session_001,2025-03-01T08:05:25,10.86,34.100844,-118.238052,90.11,71.07,highway
session_001,2025-03-01T08:05:26,11.06,34.100855,-118.238041,90.1,75.98,highway
session_001,2025-03-01T08:05:27,13.58,34.100869,-118.238028,90.05,71.73,highway
session_001,2025-03-01T08:05:28,12.62,34.100882,-118.238015,90.01,69.84,highway
session_001,2025-03-01T08:05:29,11.74,34.100893,-118.238003,89.98,75.32,highway
session_001,2025-03-01T08:05:30,12.3,34.100906,-118.237991,89.94,73.24,highway
session_001,2025-03-01T08:05:31,14.65,34.10092,-118.237976,89.9,78.41,highway
session_001,2025-03-01T08:05:32,15.6,34.100936,-118.237961,89.88,77.81,highway
session_001,2025-03-01T08:05:33,17.95,34.100954,-118.237943,89.83,75.16,highway
session_001,2025-03-01T08:05:34,17.35,34.100971,-118.237925,89.79,76.78,highway
session_001,2025-03-01T08:05:35,15.57,34.100987,-118.23791,89.77,78.12,highway
session_001,2025-03-01T08:05:36,14.68,34.101001,-118.237895,89.73,74.47,highway
session_001,2025-03-01T08:05:37,12.87,34.101014,-118.237882,89.69,72.9,highway
session_001,2025-03-01T08:05:38,11.1,34.101025,-118.237871,89.66,72.37,highway
session_001,2025-03-01T08:05:39,13.96,34.101039,-118.237857,89.65,69.59,highway
session_001,2025-03-01T08:05:40,11.89,34.101051,-118.237845,89.61,76.05,highway
session_001,2025-03-01T08:05:41,11.95,34.101063,-118.237833,89.56,74.86,highway
session_001,2025-03-01T08:05:42,11.6,34.101075,-118.237822,89.53,71.51,highway
session_001,2025-03-01T08:05:43,10.1,34.101085,-118.237812,89.49,72.2,highway
session_001,2025-03-01T08:05:44,11.8,34.101097,-118.2378,89.46,68.77,highway
session_001,2025-03-01T08:05:45,10.2,34.101107,-118.23779,89.41,73.15,highway
session_001,2025-03-01T08:05:46,8.06,34.101115,-118.237782,89.38,73.08,highway
session_001,2025-03-01T08:05:47,9.7,34.101125,-118.237772,89.36,75.55,highway
session_001,2025-03-01T08:05:48,10.88,34.101136,-118.237761,89.32,72.85,highway
session_001,2025-03-01T08:05:49,12.93,34.101148,-118.237748,89.31,77.36,highway
session_001,2025-03-01T08:05:50,15.25,34.101164,-118.237733,89.27,77.8,highway
session_001,2025-03-01T08:05:51,13.09,34.101177,-118.23772,89.26,68.72,highway
session_001,2025-03-01T08:05:52,11.5,34.101188,-118.237708,89.25,76.4,highway
session_001,2025-03-01T08:05:53,13.77,34.101202,-118.237695,89.22,70.26,highway
session_001,2025-03-01T08:05:54,15.87,34.101218,-118.237679,89.17,75.74,highway
session_001,2025-03-01T08:05:55,14.33,34.101232,-118.237664,89.15,75.84,highway
session_001,2025-03-01T08:05:56,16.37,34.101249,-118.237648,89.14,68.69,highway
session_001,2025-03-01T08:05:57,16.72,34.101265,-118.237631,89.11,76.0,highway
session_001,2025-03-01T08:05:58,15.16,34.101281,-118.237616,89.07,71.37,highway
session_001,2025-03-01T08:05:59,13.3,34.101294,-118.237603,89.06,68.34,highway
session_001,2025-03-01T08:06:00,12.13,34.101306,-118.237591,89.02,73.46,highway
session_001,2025-03-01T08:06:01,14.94,34.101321,-118.237576,89.0,68.99,highway
session_001,2025-03-01T08:06:02,16.95,34.101338,-118.237559,88.96,70.55,highway
session_001,2025-03-01T08:06:03,19.8,34.101358,-118.237539,88.93,75.67,highway
session_001,2025-03-01T08:06:04,21.61,34.101379,-118.237517,88.92,72.5,highway
session_001,2025-03-01T08:06:05,20.69,34.1014,-118.237497,88.9,75.2,highway
session_001,2025-03-01T08:06:06,18.5,34.101418,-118.237478,88.86,72.2,highway
session_001,2025-03-01T08:06:07,16.38,34.101435,-118.237462,88.82,78.42,highway
session_001,2025-03-01T08:06:08,13.57,34.101448,-118.237448,88.81,70.61,highway
session_001,2025-03-01T08:06:09,12.39,34.101461,-118.237436,88.77,70.73,highway
session_001,2025-03-01T08:06:10,14.38,34.101475,-118.237422,88.74,76.79,highway
session_001,2025-03-01T08:06:11,11.71,34.101487,-118.23741,88.7,75.86,highway
session_001,2025-03-01T08:06:12,10.66,34.101498,-118.237399,88.66,69.72,highway
session_001,2025-03-01T08:06:13,11.98,34.101509,-118.237387,88.65,69.22,highway
session_001,2025-03-01T08:06:14,10.29,34.10152,-118.237377,88.63,76.07,highway
session_001,2025-03-01T08:06:15,11.9,34.101532,-118.237365,88.61,69.82,highway
session_001,2025-03-01T08:06:16,13.41,34.101545,-118.237352,88.56,73.7,highway
session_001,2025-03-01T08:06:17,13.23,34.101558,-118.237338,88.53,78.14,highway
session_001,2025-03-01T08:06:18,11.83,34.10157,-118.237326,88.5,76.19,highway
session_001,2025-03-01T08:06:19,9.07,34.101579,-118.237317,88.47,68.73,highway
session_001,2025-03-01T08:06:20,8.65,34.101588,-118.237309,88.45,70.69,highway
session_001,2025-03-01T08:06:21,6.86,34.101595,-118.237302,88.43,71.06,highway
session_001,2025-03-01T08:06:22,4.77,34.101599,-118.237297,88.38,69.93,highway
session_001,2025-03-01T08:06:23,5.28,34.101605,-118.237292,88.35,69.36,highway
session_001,2025-03-01T08:06:24,2.32,34.101607,-118.23729,88.3,67.43,highway
session_001,2025-03-01T08:06:25,3.08,34.10161,-118.237286,88.29,72.07,highway
session_001,2025-03-01T08:06:26,1.18,34.101611,-118.237285,88.26,76.68,highway
session_001,2025-03-01T08:06:27,3.71,34.101615,-118.237282,88.23,75.66,highway
session_001,2025-03-01T08:06:28,1.26,34.101616,-118.23728,88.18,75.86,highway
session_001,2025-03-01T08:06:29,0,34.101616,-118.23728,88.13,72.36,highway
session_001,2025-03-01T08:06:30,0,34.101616,-118.23728,88.12,73.78,highway
session_001,2025-03-01T08:06:31,0,34.101616,-118.23728,88.07,71.35,highway
session_001,2025-03-01T08:06:32,0.06,34.101616,-118.23728,88.04,75.7,highway
session_001,2025-03-01T08:06:33,2.49,34.101619,-118.237278,88.02,74.44,highway
session_001,2025-03-01T08:06:34,3.11,34.101622,-118.237275,87.97,68.34,highway
session_001,2025-03-01T08:06:35,0.99,34.101623,-118.237274,87.96,70.84,highway
session_001,2025-03-01T08:06:36,0,34.101623,-118.237274,87.92,68.66,highway
session_001,2025-03-01T08:06:37,0,34.101623,-118.237274,87.9,67.62,highway
session_001,2025-03-01T08:06:38,0,34.101623,-118.237274,87.88,76.91,highway
session_001,2025-03-01T08:06:39,1.11,34.101624,-118.237273,87.86,67.78,highway
session_001,2025-03-01T08:06:40,0,34.101624,-118.237273,87.84,76.88,highway
session_001,2025-03-01T08:06:41,0,34.101624,-118.237273,87.83,72.44,highway
session_001,2025-03-01T08:06:42,0,34.101624,-118.237273,87.82,72.73,highway
session_001,2025-03-01T08:06:43,0,34.101624,-118.237273,87.79,75.85,highway
session_001,2025-03-01T08:06:44,0,34.101624,-118.237273,87.77,76.74,highway
session_001,2025-03-01T08:06:45,1.77,34.101626,-118.237271,87.73,70.28,highway
session_001,2025-03-01T08:06:46,0.83,34.101627,-118.23727,87.71,74.98,highway
session_001,2025-03-01T08:06:47,1.94,34.101629,-118.237268,87.69,76.5,highway
session_001,2025-03-01T08:06:48,1.34,34.10163,-118.237267,87.64,70.24,highway
session_001,2025-03-01T08:06:49,3.18,34.101633,-118.237264,87.61,74.71,highway
session_001,2025-03-01T08:06:50,0.34,34.101633,-118.237263,87.59,70.75,highway
session_001,2025-03-01T08:06:51,0,34.101633,-118.237263,87.54,73.98,highway
session_001,2025-03-01T08:06:52,0,34.101633,-118.237263,87.51,71.16,highway
session_001,2025-03-01T08:06:53,0.48,34.101634,-118.237263,87.49,70.59,highway
session_001,2025-03-01T08:06:54,2.61,34.101637,-118.23726,87.47,70.26,highway
session_001,2025-03-01T08:06:55,4.48,34.101641,-118.237256,87.44,67.77,highway
session_001,2025-03-01T08:06:56,1.67,34.101643,-118.237254,87.43,76.62,highway
session_001,2025-03-01T08:06:57,0,34.101643,-118.237254,87.39,67.83,highway
session_001,2025-03-01T08:06:58,0,34.101643,-118.237254,87.35,71.69,highway
session_001,2025-03-01T08:06:59,0,34.101643,-118.237254,87.34,73.19,highway
session_001,2025-03-01T08:07:00,2.67,34.101645,-118.237251,87.31,75.08,highway
session_001,2025-03-01T08:07:01,0.81,34.101646,-118.23725,87.29,67.61,highway
session_001,2025-03-01T08:07:02,1.2,34.101647,-118.237249,87.28,68.07,highway
session_001,2025-03-01T08:07:03,0,34.101647,-118.237249,87.25,71.94,highway
session_001,2025-03-01T08:07:04,0,34.101647,-118.237249,87.21,71.38,highway
session_001,2025-03-01T08:07:05,0.24,34.101648,-118.237249,87.17,75.48,highway
session_001,2025-03-01T08:07:06,0,34.101648,-118.237249,87.12,67.01,highway
session_001,2025-03-01T08:07:07,2.86,34.10165,-118.237246,87.08,76.47,highway
session_001,2025-03-01T08:07:08,4.81,34.101655,-118.237241,87.05,68.28,highway
session_001,2025-03-01T08:07:09,3.88,34.101659,-118.237237,87.02,69.87,highway
session_001,2025-03-01T08:07:10,1.61,34.101661,-118.237236,86.97,68.54,highway
session_001,2025-03-01T08:07:11,2.17,34.101663,-118.237234,86.92,71.69,highway
session_001,2025-03-01T08:07:12,0,34.101663,-118.237234,86.88,71.1,highway
session_001,2025-03-01T08:07:13,0.1,34.101663,-118.237234,86.86,72.37,highway
session_001,2025-03-01T08:07:14,0,34.101663,-118.237234,86.85,71.33,highway
session_001,2025-03-01T08:07:15,0.58,34.101664,-118.237233,86.81,74.19,highway
session_001,2025-03-01T08:07:16,0,34.101664,-118.237233,86.79,68.92,highway
session_001,2025-03-01T08:07:17,0,34.101664,-118.237233,86.75,75.27,highway
session_001,2025-03-01T08:07:18,2.47,34.101666,-118.237231,86.73,70.23,highway
session_001,2025-03-01T08:07:19,0,34.101666,-118.237231,86.71,73.4,highway
session_001,2025-03-01T08:07:20,0,34.101666,-118.237231,86.68,73.2,highway
session_001,2025-03-01T08:07:21,0,34.101666,-118.237231,86.67,76.42,highway
session_001,2025-03-01T08:07:22,0.37,34.101666,-118.23723,86.63,73.68,highway
session_001,2025-03-01T08:07:23,0,34.101666,-118.23723,86.6,69.23,highway
session_001,2025-03-01T08:07:24,2.33,34.101669,-118.237228,86.59,77.19,highway
session_001,2025-03-01T08:07:25,0,34.101669,-118.237228,86.58,72.8,highway
session_001,2025-03-01T08:07:26,0,34.101669,-118.237228,86.56,74.39,highway
session_001,2025-03-01T08:07:27,1.2,34.10167,-118.237227,86.55,75.01,highway
session_001,2025-03-01T08:07:28,1.84,34.101672,-118.237225,86.51,70.82,highway
session_001,2025-03-01T08:07:29,3.52,34.101675,-118.237221,86.48,67.52,highway
session_001,2025-03-01T08:07:30,5.47,34.101681,-118.237216,86.44,71.18,highway
session_001,2025-03-01T08:07:31,7.02,34.101688,-118.237209,86.42,72.18,highway
session_001,2025-03-01T08:07:32,6.5,34.101694,-118.237202,86.4,68.26,highway
session_001,2025-03-01T08:07:33,7.15,34.101702,-118.237195,86.38,70.94,highway
session_001,2025-03-01T08:07:34,9.5,34.101711,-118.237186,86.35,68.14,highway
session_001,2025-03-01T08:07:35,6.71,34.101718,-118.237179,86.33,75.34,highway
session_001,2025-03-01T08:07:36,4.37,34.101722,-118.237175,86.3,68.5,highway
session_001,2025-03-01T08:07:37,7.09,34.101729,-118.237167,86.27,74.43,highway
session_001,2025-03-01T08:07:38,7.52,34.101737,-118.23716,86.24,77.67,highway
session_001,2025-03-01T08:07:39,8.15,34.101745,-118.237152,86.2,74.95,highway
session_001,2025-03-01T08:07:40,6.06,34.101751,-118.237146,86.17,76.04,highway
session_001,2025-03-01T08:07:41,6.56,34.101757,-118.237139,86.14,70.6,highway
session_001,2025-03-01T08:07:42,6.26,34.101764,-118.237133,86.11,74.13,highway
session_001,2025-03-01T08:07:43,4.18,34.101768,-118.237129,86.09,67.72,highway
session_001,2025-03-01T08:07:44,2.24,34.10177,-118.237126,86.05,72.28,highway
session_001,2025-03-01T08:07:45,4.74,34.101775,-118.237122,86.03,71.03,highway
session_001,2025-03-01T08:07:46,2.73,34.101778,-118.237119,86.02,73.6,highway
session_001,2025-03-01T08:07:47,4.28,34.101782,-118.237115,85.99,70.76,highway
session_001,2025-03-01T08:07:48,4.64,34.101787,-118.23711,85.94,69.52,highway
session_001,2025-03-01T08:07:49,3.82,34.10179,-118.237106,85.91,76.9,highway
session_001,2025-03-01T08:07:50,3.05,34.101793,-118.237103,85.9,73.01,highway
session_001,2025-03-01T08:07:51,2.59,34.101796,-118.237101,85.86,73.23,highway
session_001,2025-03-01T08:07:52,2.87,34.101799,-118.237098,85.84,74.18,highway
session_001,2025-03-01T08:07:53,5.38,34.101804,-118.237092,85.81,69.25,highway
session_001,2025-03-01T08:07:54,7.18,34.101811,-118.237085,85.78,77.01,highway
session_001,2025-03-01T08:07:55,9.44,34.101821,-118.237076,85.73,74.02,highway
session_001,2025-03-01T08:07:56,10.7,34.101832,-118.237065,85.71,78.01,highway
session_001,2025-03-01T08:07:57,13.57,34.101845,-118.237051,85.67,76.4,highway
session_001,2025-03-01T08:07:58,11.32,34.101856,-118.23704,85.63,72.87,highway
session_001,2025-03-01T08:07:59,11.16,34.101868,-118.237029,85.61,71.16,highway
session_001,2025-03-01T08:08:00,10.77,34.101878,-118.237018,85.58,75.01,highway
session_001,2025-03-01T08:08:01,9.28,34.101888,-118.237009,85.53,75.52,highway
session_001,2025-03-01T08:08:02,12.0,34.1019,-118.236997,85.52,75.54,highway
session_001,2025-03-01T08:08:03,12.18,34.101912,-118.236985,85.5,76.88,highway
session_001,2025-03-01T08:08:04,11.1,34.101923,-118.236974,85.47,76.91,highway
session_001,2025-03-01T08:08:05,11.0,34.101934,-118.236963,85.45,68.13,highway
session_001,2025-03-01T08:08:06,10.37,34.101944,-118.236952,85.41,72.09,highway
session_001,2025-03-01T08:08:07,10.54,34.101955,-118.236942,85.38,77.36,highway
session_001,2025-03-01T08:08:08,10.68,34.101966,-118.236931,85.33,68.39,highway
session_001,2025-03-01T08:08:09,8.16,34.101974,-118.236923,85.31,69.11,highway
session_001,2025-03-01T08:08:10,11.13,34.101985,-118.236912,85.26,71.49,highway
session_001,2025-03-01T08:08:11,10.75,34.101996,-118.236901,85.25,74.07,highway
session_001,2025-03-01T08:08:12,7.81,34.102003,-118.236893,85.21,76.5,highway
session_001,2025-03-01T08:08:13,6.96,34.10201,-118.236886,85.2,76.66,highway
session_001,2025-03-01T08:08:14,7.48,34.102018,-118.236879,85.18,72.72,highway
session_001,2025-03-01T08:08:15,5.51,34.102023,-118.236873,85.14,72.45,highway
session_001,2025-03-01T08:08:16,4.85,34.102028,-118.236868,85.12,69.45,highway
session_001,2025-03-01T08:08:17,2.62,34.102031,-118.236866,85.1,69.27,highway
session_001,2025-03-01T08:08:18,3.07,34.102034,-118.236863,85.08,76.77,highway
session_001,2025-03-01T08:08:19,4.57,34.102038,-118.236858,85.06,75.15,highway
session_001,2025-03-01T08:08:20,3.06,34.102041,-118.236855,85.04,74.33,highway
session_002,2025-03-01T08:00:01,2.61,34.014408,-118.223344,99.96,67.85,city
session_002,2025-03-01T08:00:02,3.34,34.014411,-118.223341,99.91,71.48,city
session_002,2025-03-01T08:00:03,5.41,34.014416,-118.223335,99.9,70.58,city
session_002,2025-03-01T08:00:04,4.61,34.014421,-118.223331,99.88,71.6,city
session_002,2025-03-01T08:00:05,5.19,34.014426,-118.223325,99.85,69.18,city
session_002,2025-03-01T08:00:06,2.43,34.014429,-118.223323,99.82,76.86,city
session_002,2025-03-01T08:00:07,4.37,34.014433,-118.223319,99.78,75.64,city
session_002,2025-03-01T08:00:08,1.6,34.014435,-118.223317,99.74,71.33,city
session_002,2025-03-01T08:00:09,2.31,34.014437,-118.223315,99.72,68.8,city
session_002,2025-03-01T08:00:10,3.89,34.014441,-118.223311,99.71,69.49,city
session_002,2025-03-01T08:00:11,6.42,34.014447,-118.223304,99.66,69.23,city
session_002,2025-03-01T08:00:12,5.52,34.014453,-118.223299,99.62,68.47,city
session_002,2025-03-01T08:00:13,4.85,34.014457,-118.223294,99.57,71.82,city
session_002,2025-03-01T08:00:14,6.32,34.014464,-118.223288,99.52,69.07,city
session_002,2025-03-01T08:00:15,4.8,34.014469,-118.223283,99.49,76.33,city
session_002,2025-03-01T08:00:16,6.97,34.014476,-118.223276,99.47,73.27,city
session_002,2025-03-01T08:00:17,9.17,34.014485,-118.223267,99.45,75.06,city
session_002,2025-03-01T08:00:18,8.16,34.014493,-118.223259,99.42,73.76,city
session_002,2025-03-01T08:00:19,9.68,34.014503,-118.223249,99.4,68.49,city
session_002,2025-03-01T08:00:20,10.62,34.014513,-118.223238,99.38,72.85,city
session_002,2025-03-01T08:00:21,7.9,34.014521,-118.22323,99.34,73.73,city
session_002,2025-03-01T08:00:22,10.86,34.014532,-118.22322,99.29,77.08,city
session_002,2025-03-01T08:00:23,9.87,34.014542,-118.22321,99.27,74.16,city
session_002,2025-03-01T08:00:24,7.01,34.014549,-118.223203,99.25,69.14,city
session_002,2025-03-01T08:00:25,5.9,34.014555,-118.223197,99.21,74.69,city
session_002,2025-03-01T08:00:26,2.96,34.014558,-118.223194,99.18,69.9,city
session_002,2025-03-01T08:00:27,4.98,34.014563,-118.223189,99.14,69.68,city
session_002,2025-03-01T08:00:28,6.04,34.014569,-118.223183,99.1,69.37,city
session_002,2025-03-01T08:00:29,6.59,34.014575,-118.223176,99.07,72.47,city
session_002,2025-03-01T08:00:30,8.6,34.014584,-118.223168,99.05,68.27,city
session_002,2025-03-01T08:00:31,5.92,34.01459,-118.223162,99.02,72.21,city
session_002,2025-03-01T08:00:32,6.33,34.014596,-118.223155,98.99,76.58,city
session_002,2025-03-01T08:00:33,9.15,34.014605,-118.223146,98.97,72.27,city
session_002,2025-03-01T08:00:34,8.17,34.014613,-118.223138,98.95,68.95,city
session_002,2025-03-01T08:00:35,6.06,34.01462,-118.223132,98.92,72.5,city
session_002,2025-03-01T08:00:36,8.87,34.014628,-118.223123,98.87,71.02,city
session_002,2025-03-01T08:00:37,7.32,34.014636,-118.223116,98.86,73.66,city
session_002,2025-03-01T08:00:38,7.66,34.014643,-118.223108,98.83,68.44,city
session_002,2025-03-01T08:00:39,5.15,34.014649,-118.223103,98.81,74.61,city
session_002,2025-03-01T08:00:40,2.3,34.014651,-118.223101,98.78,76.06,city
session_002,2025-03-01T08:00:41,0,34.014651,-118.223101,98.77,70.55,city
session_002,2025-03-01T08:00:42,0,34.014651,-118.223101,98.73,74.72,city
session_002,2025-03-01T08:00:43,0,34.014651,-118.223101,98.7,73.72,city
session_002,2025-03-01T08:00:44,0,34.014651,-118.223101,98.66,71.78,city
session_002,2025-03-01T08:00:45,2.07,34.014653,-118.223099,98.65,76.42,city
session_002,2025-03-01T08:00:46,1.43,34.014654,-118.223097,98.6,68.97,city
session_002,2025-03-01T08:00:47,4.13,34.014658,-118.223093,98.57,77.22,city
session_002,2025-03-01T08:00:48,3.39,34.014662,-118.22309,98.55,70.26,city
session_002,2025-03-01T08:00:49,3.38,34.014665,-118.223086,98.52,77.02,city
session_002,2025-03-01T08:00:50,6.12,34.014671,-118.22308,98.49,68.01,city
session_002,2025-03-01T08:00:51,7.77,34.014679,-118.223072,98.47,76.2,city
session_002,2025-03-01T08:00:52,7.29,34.014686,-118.223065,98.46,76.44,city
session_002,2025-03-01T08:00:53,6.63,34.014693,-118.223058,98.45,74.74,city
session_002,2025-03-01T08:00:54,9.0,34.014702,-118.223049,98.41,76.02,city
session_002,2025-03-01T08:00:55,8.18,34.01471,-118.223041,98.4,73.3,city
session_002,2025-03-01T08:00:56,7.15,34.014717,-118.223034,98.37,68.79,city
session_002,2025-03-01T08:00:57,4.63,34.014722,-118.223029,98.35,70.4,city
session_002,2025-03-01T08:00:58,6.94,34.014729,-118.223023,98.32,71.3,city
session_002,2025-03-01T08:00:59,7.52,34.014736,-118.223015,98.28,70.96,city
session_002,2025-03-01T08:01:00,4.9,34.014741,-118.22301,98.26,77.47,city
session_002,2025-03-01T08:01:01,3.01,34.014744,-118.223007,98.22,75.74,city
session_002,2025-03-01T08:01:02,0.69,34.014745,-118.223006,98.19,75.93,city
session_002,2025-03-01T08:01:03,0,34.014745,-118.223006,98.15,71.94,city
session_002,2025-03-01T08:01:04,0,34.014745,-118.223006,98.1,76.77,city
session_002,2025-03-01T08:01:05,2.01,34.014747,-118.223004,98.08,71.35,city
session_002,2025-03-01T08:01:06,4.8,34.014752,-118.223,98.04,71.43,city
session_002,2025-03-01T08:01:07,5.63,34.014758,-118.222994,98.0,70.53,city
session_002,2025-03-01T08:01:08,5.77,34.014763,-118.222988,97.98,74.6,city
session_002,2025-03-01T08:01:09,3.87,34.014767,-118.222984,97.94,68.16,city
session_002,2025-03-01T08:01:10,5.67,34.014773,-118.222979,97.9,73.67,city
session_002,2025-03-01T08:01:11,6.05,34.014779,-118.222973,97.87,74.0,city
session_002,2025-03-01T08:01:12,5.47,34.014784,-118.222967,97.86,69.13,city
session_002,2025-03-01T08:01:13,5.95,34.01479,-118.222961,97.84,69.91,city
session_002,2025-03-01T08:01:14,7.02,34.014797,-118.222954,97.8,70.33,city
session_002,2025-03-01T08:01:15,6.21,34.014804,-118.222948,97.77,76.72,city
session_002,2025-03-01T08:01:16,4.64,34.014808,-118.222943,97.76,67.63,city
session_002,2025-03-01T08:01:17,4.81,34.014813,-118.222938,97.71,72.94,city
session_002,2025-03-01T08:01:18,7.42,34.01482,-118.222931,97.68,77.14,city
session_002,2025-03-01T08:01:19,6.49,34.014827,-118.222925,97.66,76.12,city
session_002,2025-03-01T08:01:20,7.44,34.014834,-118.222917,97.63,69.08,city
session_002,2025-03-01T08:01:21,4.47,34.014839,-118.222913,97.59,72.87,city
session_002,2025-03-01T08:01:22,4.82,34.014844,-118.222908,97.57,70.69,city
session_002,2025-03-01T08:01:23,6.92,34.014851,-118.222901,97.54,73.58,city
session_002,2025-03-01T08:01:24,6.23,34.014857,-118.222895,97.53,72.77,city
session_002,2025-03-01T08:01:25,8.53,34.014865,-118.222886,97.49,71.59,city
session_002,2025-03-01T08:01:26,10.76,34.014876,-118.222875,97.44,77.28,city
session_002,2025-03-01T08:01:27,9.02,34.014885,-118.222866,97.4,75.87,city
session_002,2025-03-01T08:01:28,6.66,34.014892,-118.22286,97.37,71.44,city
session_002,2025-03-01T08:01:29,3.71,34.014895,-118.222856,97.32,71.63,city
session_002,2025-03-01T08:01:30,6.65,34.014902,-118.222849,97.29,68.98,city
session_002,2025-03-01T08:01:31,6.67,34.014909,-118.222843,97.27,71.93,city
session_002,2025-03-01T08:01:32,4.77,34.014914,-118.222838,97.26,74.8,city
session_002,2025-03-01T08:01:33,4.58,34.014918,-118.222833,97.23,73.99,city
session_002,2025-03-01T08:01:34,1.93,34.01492,-118.222831,97.19,76.65,city
session_002,2025-03-01T08:01:35,1.62,34.014922,-118.22283,97.15,74.78,city
session_002,2025-03-01T08:01:36,3.74,34.014925,-118.222826,97.13,68.79,city
session_002,2025-03-01T08:01:37,0.86,34.014926,-118.222825,97.1,71.44,city
session_002,2025-03-01T08:01:38,2.53,34.014929,-118.222823,97.06,76.94,city
session_002,2025-03-01T08:01:39,0.48,34.014929,-118.222822,97.05,69.78,city
session_002,2025-03-01T08:01:40,0,34.014929,-118.222822,97.02,68.48,city
session_002,2025-03-01T08:01:41,1.05,34.01493,-118.222821,96.99,77.05,city
session_002,2025-03-01T08:01:42,0,34.01493,-118.222821,96.97,73.56,city
session_002,2025-03-01T08:01:43,0,34.01493,-118.222821,96.96,74.55,city
session_002,2025-03-01T08:01:44,0,34.01493,-118.222821,96.93,75.75,city
session_002,2025-03-01T08:01:45,1.84,34.014932,-118.222819,96.9,71.75,city
session_002,2025-03-01T08:01:46,3.31,34.014935,-118.222816,96.88,77.11,city
session_002,2025-03-01T08:01:47,3.28,34.014939,-118.222813,96.85,71.44,city
session_002,2025-03-01T08:01:48,1.02,34.01494,-118.222812,96.82,68.69,city
session_002,2025-03-01T08:01:49,0,34.01494,-118.222812,96.79,70.49,city
session_002,2025-03-01T08:01:50,2.81,34.014943,-118.222809,96.78,67.36,city
session_002,2025-03-01T08:01:51,2.4,34.014945,-118.222806,96.73,72.98,city
session_002,2025-03-01T08:01:52,2.82,34.014948,-118.222804,96.72,68.97,city
session_002,2025-03-01T08:01:53,5.51,34.014953,-118.222798,96.68,75.39,city
session_002,2025-03-01T08:01:54,4.34,34.014958,-118.222794,96.63,73.87,city
session_002,2025-03-01T08:01:55,2.78,34.01496,-118.222791,96.6,76.2,city
session_002,2025-03-01T08:01:56,0.37,34.014961,-118.222791,96.56,68.07,city
session_002,2025-03-01T08:01:57,0,34.014961,-118.222791,96.53,68.34,city
session_002,2025-03-01T08:01:58,1.03,34.014962,-118.22279,96.49,71.45,city
session_002,2025-03-01T08:01:59,0,34.014962,-118.22279,96.44,70.69,city
session_002,2025-03-01T08:02:00,0,34.014962,-118.22279,96.41,68.37,city
session_002,2025-03-01T08:02:01,0,34.014962,-118.22279,96.37,67.88,city
session_002,2025-03-01T08:02:02,0.5,34.014962,-118.222789,96.34,69.41,city
session_002,2025-03-01T08:02:03,0,34.014962,-118.222789,96.33,67.0,city
session_002,2025-03-01T08:02:04,0,34.014962,-118.222789,96.31,74.99,city
session_002,2025-03-01T08:02:05,0,34.014962,-118.222789,96.29,71.55,city
session_002,2025-03-01T08:02:06,0,34.014962,-118.222789,96.24,69.28,city
session_002,2025-03-01T08:02:07,2.93,34.014965,-118.222786,96.19,69.15,city
session_002,2025-03-01T08:02:08,5.41,34.014971,-118.222781,96.17,70.87,city
session_002,2025-03-01T08:02:09,8.31,34.014979,-118.222772,96.16,77.0,city
session_002,2025-03-01T08:02:10,10.28,34.014989,-118.222762,96.14,73.73,city
session_002,2025-03-01T08:02:11,12.4,34.015002,-118.22275,96.13,76.37,city
session_002,2025-03-01T08:02:12,13.97,34.015016,-118.222736,96.09,70.37,city
session_002,2025-03-01T08:02:13,12.03,34.015028,-118.222724,96.07,70.6,city
session_002,2025-03-01T08:02:14,10.26,34.015038,-118.222714,96.03,73.0,city
session_002,2025-03-01T08:02:15,10.11,34.015048,-118.222703,96.01,74.66,city
session_002,2025-03-01T08:02:16,8.52,34.015057,-118.222695,95.98,70.37,city
session_002,2025-03-01T08:02:17,10.62,34.015067,-118.222684,95.96,71.49,city
session_002,2025-03-01T08:02:18,10.18,34.015077,-118.222674,95.94,76.96,city
session_002,2025-03-01T08:02:19,10.47,34.015088,-118.222664,95.9,77.53,city
session_002,2025-03-01T08:02:20,10.12,34.015098,-118.222654,95.89,68.53,city
session_002,2025-03-01T08:02:21,9.87,34.015108,-118.222644,95.88,75.04,city
session_002,2025-03-01T08:02:22,9.89,34.015118,-118.222634,95.83,76.38,city
session_002,2025-03-01T08:02:23,7.59,34.015125,-118.222626,95.79,67.88,city
session_002,2025-03-01T08:02:24,4.79,34.01513,-118.222621,95.78,67.7,city
session_002,2025-03-01T08:02:25,2.41,34.015133,-118.222619,95.75,73.48,city
session_002,2025-03-01T08:02:26,5.35,34.015138,-118.222614,95.72,73.63,city
session_002,2025-03-01T08:02:27,4.15,34.015142,-118.222609,95.7,76.09,city
session_002,2025-03-01T08:02:28,2.0,34.015144,-118.222607,95.65,68.96,city
session_002,2025-03-01T08:02:29,4.14,34.015148,-118.222603,95.62,73.12,city
session_002,2025-03-01T08:02:30,4.0,34.015152,-118.222599,95.6,76.16,city
session_002,2025-03-01T08:02:31,6.32,34.015158,-118.222593,95.56,74.72,city
session_002,2025-03-01T08:02:32,8.12,34.015167,-118.222585,95.53,73.43,city
session_002,2025-03-01T08:02:33,5.88,34.015172,-118.222579,95.5,74.6,city
